PlaceID,FacilityName,Latitude,Longitude,StreetAddress,City,County,ZipCode,RegionalWaterBoard,OperationalYear,ShutdownYear,DataSource,CADDID,Year,MilkCows,DryCows,OldHeifers,YoungHeifers,OldCalves,YoungCalves,BeefCattle,TotalHerdSize,MilkCowsHerdSizeRefCode,NonMilkingCattleHerdSizeRefCode,LabeledAsDairy
635289,Pixley Heifer Ranch,35.9386,-119.4126,7105  Avenue 84,Pixley,Tulare,93256,5F,#N/A,#N/A,#N/A,11815,2023,0,0,1033,950,0,0,0,1983,1,1,0
635447,Faria West,36.0346,-119.3039,13511 Road 120,Tipton,Tulare,93272,5F,#N/A,#N/A,#N/A,10971,2023,967,149,0,0,0,0,0,1116,1,1,1
636479,John Weststeyn Cattle - Pine,33.9589,-117.6234,8300 Pine Avenue,Chino,San Bernardino,91708,8,#N/A,#N/A,#N/A,10972,2023,0,0,0,0,0,0,0,0,2c,2c,0
636754,Four Star Dairy #3,36.1961,-119.5206,2393 Avenue 224,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10973,2023,358,60,142,120,0,0,0,680,1,1,1
636795,Curti Family Farms,36.1425,-119.5052,19515 CA-137,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10974,2023,600,0,0,0,0,0,0,600,1,1,1
636869,Circle A Dairy,35.9916,-119.3616,11275 Road 96,Pixley,Tulare,93256,5F,2018,NaN,DDRDP,10975,2023,2400,350,450,0,140,0,0,3340,1,1,1
641977,LAKE SHORE DAIRY,36.1554,-119.7405,15978 MANTECA AVENUE,STRATFORD,Kings,93266,5F,2027,NaN,DDRDP,11668,2023,2250,200,132,97,0,0,0,2679,3b,3b,1
642448,Manuel & Alda Lawrence Dairy,36.2246,-119.6873,12871 Kent Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10976,2023,2504,305,1162,810,241,114,0,5136,1,1,1
642450,Vanderham West,35.9939,-119.4964,2950 Avenue 112,Corcoran,Tulare,93207,5F,#N/A,#N/A,#N/A,11685,2023,3605,465,1389,994,581,361,0,7395,3b,3b,1
642472,FM Jerseys Dairy,36.0845,-119.2952,16301 Road 124,Tipton,Tulare,93272,5F,2021,NaN,DDRDP,10977,2023,2794,320,0,0,0,0,0,3114,1,1,1
642915,P & D Dairy - Remington,33.9761,-117.6091,8961 Remington Avenue,Chino,San Bernardino,91710,8,#N/A,#N/A,#N/A,10978,2023,0,0,0,0,0,0,0,0,2e,2e,0
647155,Case Vander Eyk Heifer Ranch,33.9365598,-117.6113409,17400  Hellman Avenue,Corona,Riverside,92880,8,#N/A,#N/A,#N/A,12000,2023,0,0,0,0,0,0,0,0,2a,2e,0
648015,Mid Valley Ranch,36.1296,-119.216,15947  Avenue 188,Strathmore,Tulare,93267,5F,#N/A,#N/A,#N/A,11816,2023,0,0,554,414,555,0,0,1523,1,1,0
648969,Shady Acres Dairy #2,36.4865,-120.0742,15391 West Elkhorn Avenue,Helm,Fresno,93627,5F,#N/A,#N/A,#N/A,10979,2023,3000,500,1300,1040,320,150,0,6310,1,1,1
653102,Newberry Dairy,34.8682,-116.6963,44128 Silver Valley Road,Newberry Springs,San Bernardino,92365,6B,#N/A,#N/A,#N/A,11679,2023,1132,120,40,0,150,150,0,1592,3d,3d,1
655913,Cunha Dairy #1,36.3773,-119.7463,6680 16th Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10980,2023,0,0,542,260,0,0,0,802,1,1,0
655940,Newhouse Dairy,35.2108,-119.1825,16130 Bear Mountain Boulevard,Bakersfield,Kern,93313,5F,2021,NaN,DDRDP,10981,2023,2967,641,926,1193,356,0,0,6083,1,1,1
655941,Neves Dairy,36.2544,-119.7596,16831 Jackson Avenue,Lemoore,Kings,93245,5F,#N/A,#N/A,#N/A,10982,2023,360,40,30,45,12,0,0,487,1,1,1
655949,ED Paulo & Sons Dairy,36.2858,-119.6136,8730 Iona Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10983,2023,50,0,0,0,0,0,0,50,1,1,1
655951,Lakeview Farms Dairy,35.2116,-119.2002,19255 Bear Mountain Boulevard,Bakersfield,Kern,93311,5F,2018,NaN,DDRDP,10984,2023,3685,548,710,1302,1403,1400,0,9048,1,1,1
655954,Dixie Creek Ranch,36.3241,-119.5189,3601 CA-198,Hanford,Kings,93230,5F,2021,NaN,DDRDP,10985,2023,6500,0,0,0,0,0,0,6500,1,1,1
655959,YOKUM DAIRY/DOUBLE L CATTLE COMPANY,36.1975,-119.6429,10234 LANSING AVENUE,HANFORD,Kings,93230,5F,2022,NaN,DDRDP,11666,2023,2400,300,780,487,292,0,0,4259,1,1,1
655966,Top Line Dairy #5,36.1654,-119.7957,21009 South 19th Avenue,Stratford,Kings,93266,5F,#N/A,#N/A,#N/A,10986,2023,0,0,0,0,0,0,0,0,2c,2c,0
655970,Affentranger & Sons Dairy,35.4181,-119.202,18107 Kratzmeyer Avenue,Bakersfield,Kern,93314,5F,#N/A,#N/A,#N/A,10987,2023,1250,200,390,390,100,0,0,2330,1,1,1
655972,Joaquim Mattos & Family Dairy,36.2133,-119.5448,4790 Kansas Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10988,2023,1040,80,420,180,420,0,0,2140,1,1,1
655974,Laurel Avenue Feedlot Dairy (Former Salt of the Earth Dairy),36.1889,-119.8142,19883 Laurel Avenue,Stratford,Kings,93266,5F,#N/A,#N/A,#N/A,10989,2023,0,0,0,0,0,0,0,0,1,1,0
656083,Gordon Dairy #1,33.9913,-117.6268,14474 Grove Avenue,Ontario,San Bernardino,91710,8,#N/A,#N/A,#N/A,10990,2023,0,0,0,0,0,0,0,0,2a,2a,0
656087,Sozinho Dairy #5,36.2988,-119.5869,7205 Houston Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10991,2023,1085,85,200,185,200,200,0,1955,1,1,1
656091,Headquarters Ranch 2,36.3371,-119.7528,16501  Colony Road,Lemoore,Kings,93245,5F,#N/A,#N/A,#N/A,11817,2023,0,0,0,0,0,0,275,275,2c,3a,0
657033,Sierra Rose Dairy,39.6291,-121.8614,9022 Aguas Frias Road,Chico,Butte,95928,5R,#N/A,#N/A,#N/A,10992,2023,380,50,125,125,75,75,0,830,3a,3a,1
657043,Smith Family Dairy,40.0457,-122.1913,8523 Central Avenue,Gerber,Tehama,96035,5S,#N/A,#N/A,#N/A,10993,2023,0,0,0,0,0,0,0,0,2a,2c,0
657048,Martin Dairy,40.0798,-122.2357,21632 Dusty Way,Red Bluff,Tehama,96080,5S,#N/A,#N/A,#N/A,10994,2023,0,0,63,63,63,63,0,252,2a,3b,0
657049,Alderson Dairy,40.0616,-122.2001,22495 Thomes Avenue,Gerber,Tehama,96035,5R,#N/A,#N/A,#N/A,10995,2023,0,0,0,0,22,34,0,56,2c,3a,0
657067,Alderson Family 4A Dairy (Former Shasta View Farms),40.0639,-122.1976,22560 Thomes Avenue,Gerber,Tehama,96035,5R,#N/A,#N/A,#N/A,10996,2023,0,0,0,0,0,0,0,0,2a,2e,0
657069,Todd Stegall Bull Development Facility,39.8120359,-122.1140102,24760  Moller Avenue,Orland,Tehama,95963,5R,#N/A,#N/A,#N/A,12001,2023,0,0,0,0,0,200,0,200,2c,3a,0
657071,Robert Fumasi Dairy,39.83,-122.1063,1015 West 5th Avenue,Orland,Tehama,95963,5S,#N/A,#N/A,#N/A,10997,2023,125,25,20,20,10,0,0,200,1,1,1
657072,Duivenvoorden Farms,40.3693,-122.311,19490 Draper Road,Cottonwood,Tehama,96022,5R,#N/A,#N/A,#N/A,10998,2023,50,10,1,0,5,3,0,69,1,1,1
657084,Sepeda Brothers Dairy,36.1071,-119.2792,17648 Road 128,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10999,2023,0,0,0,1240,0,0,0,1240,1,1,0
657090,Antonio Belo Dairy,39.8241,-122.0991,25115 Clark Avenue,Orland (Capay),Tehama,95963,5S,#N/A,#N/A,#N/A,11000,2023,0,0,0,0,0,0,0,0,1,1,0
657091,Bill Schroer Dairy,39.79874611,-122.2519,6000  Rd 3,Orland (Capay),Tehama,95963,5R,#N/A,#N/A,#N/A,12002,2023,0,0,0,0,0,0,0,0,2a,3g,0
657094,Four J Farms Dairy,35.9926,-119.3052,1223 West Stanford Avenue,Pixley,Tulare,93256,5F,2014,NaN,AgSTAR,11001,2023,2496,200,1135,1043,0,0,0,4874,1,1,1
657096,Golden Valley Dairy,36.1194,-119.3317,18183 I Street,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11002,2023,0,0,0,65,125,0,0,190,1,1,0
657097,Machado Bros. Dairy,36.2148993,-119.3847128,651 North Enterprise St,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,12003,2023,0,0,0,0,0,0,0,0,2a,3g,0
657114,Western Pacific Dairy,36.0077,-119.2393,14854 Avenue 120,Pixley,Tulare,93272,5F,#N/A,#N/A,#N/A,11003,2023,1301,97,633,301,0,0,0,2332,1,1,1
657122,Airoso Dairy,36.1307,-119.4304,18809 Road 64,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11004,2023,0,110,140,130,60,0,0,440,1,1,0
657156,Sousa Dairy,36.4711,-119.4004,7709 Avenue 376,Dinuba,Tulare,93618,5F,#N/A,#N/A,#N/A,11005,2023,945,131,349,352,140,150,0,2067,1,1,1
657316,MS Monteiro Dairy,36.2014,-119.4953,3515 Avenue 228,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11006,2023,1315,180,643,514,193,0,0,2845,1,1,1
657328,Tulare Joint Union High School Dairy,36.1916,-119.3549,591 West Bardsley Avenue,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11007,2023,0,0,34,0,0,0,0,34,1,1,0
657330,Borba Dairy,36.0596,-119.1225,14836 Road 200,Porterville,Tulare,93257,5F,#N/A,#N/A,#N/A,11008,2023,1450,250,500,500,500,200,0,3400,1,1,1
657338,Henry Jongsma And Son Dairy,39.6735,-122.0979,3724 County Road S,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11009,2023,1700,72,900,695,0,0,0,3367,1,1,1
657353,Lawrence Family Farms/Bar DR Dairy,36.1696,-119.2449,14760 Avenue 208,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11010,2023,1184,177,655,438,2505,1192,0,6151,3a,3a,1
657361,DDW Farms LLC Dairy,36.2367,-119.495,24643 Road 36,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11011,2023,1861,195,975,0,0,0,0,3031,1,1,1
657362,Mellema Dairy,36.3742,-119.3607,9420 Avenue 320,Visalia,Tulare,93291,5F,2021,NaN,DDRDP,11012,2023,2160,332,761,819,0,655,0,4727,1,1,1
657364,J R Dairy,36.0322,-119.3358,13202 Road 104,Tipton,Tulare,93272,5F,2022,NaN,DDRDP,11013,2023,3043,370,1029,563,511,73,0,5589,1,1,1
657365,College of The Sequoias Dairy,36.1921,-119.2858,4999 E Bardsley Ave,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11014,2023,0,0,692,630,0,0,0,1322,1,1,0
657366,Hamstra Dairy Complex,36.2634,-119.4058,7590 Avenue 260,Tulare,Tulare,93274,5F,2020,NaN,DDRDP,11015,2023,3329,424,1423,702,404,487,0,6769,1,1,1
657389,Bos Farms LP,36.1585,-119.2359,20397 Road 152,Tulare,Tulare,93274,5F,2021,NaN,DDRDP,11016,2023,3479,271,1786,485,0,0,0,6021,1,1,1
657390,Delta View Farms #3,36.3421,-119.4699,4590 Avenue 304,Visalia,Tulare,93291,5F,#N/A,#N/A,#N/A,11017,2023,600,300,350,0,0,0,0,1250,1,1,1
657393,LegenDairy South,36.0534,-119.3839,8360 Avenue 144,Tipton,Tulare,93272,5F,#N/A,#N/A,#N/A,11018,2023,0,0,175,0,0,0,0,175,1,1,0
657408,Bar None/Van Der Hoek Dairy,36.5059,-120.0913,15886 South Lassen Avenue,Helm,Fresno,93627,5F,2023,NaN,DDRDP,11019,2023,3600,240,1880,650,500,0,0,6870,1,1,1
657458,West-Star North Dairy,35.4819,-119.434,26953 Riverside Street,Buttonwillow,Kern,93313,5F,2018,NaN,DDRDP,11020,2023,4680,615,340,875,360,0,0,6870,1,1,1
657461,T & W Farms #1 Dairy,35.1885,-119.1067,18000 Old River Road,Bakersfield,Kern,93311,5F,2020,NaN,DDRDP,11021,2023,4271,700,1495,1225,447,427,0,8565,1,1,1
657463,Carlos Echeverria & Sons Dairy,35.1746,-119.1155,20229 Old River Road,Bakersfield,Kern,93311,5F,2018,NaN,DDRDP,11022,2023,5025,760,1625,1360,600,775,0,10145,1,1,1
657477,SOUTHERN CROSS DAIRY,35.4972,-119.4555,26509 LERDO HIGHWAY,BUTTONWILLOW,Kern,93206,5F,2022,NaN,DDRDP,11672,2023,5600,850,901,644,376,235,0,8606,3b,3b,1
657479,"Coronado Dairy Farms, LLC",36.0781,-119.4406,5850 Avenue 160,Tipton,Tulare,93272,5F,2017,NaN,AgSTAR,11023,2023,4224,707,518,0,0,0,0,5449,1,1,1
657481,Little Rock Dairy,36.0401,-119.3958,13955 Road 80,Tipton,Tulare,93272,5F,2020,NaN,DDRDP,11024,2023,1935,253,633,619,463,39,0,3942,1,1,1
657483,Rib-Arrow Dairy,36.1212,-119.2706,18287 Road 136,Tulare,Tulare,93274,5F,2022,NaN,DDRDP,11025,2023,1500,245,650,400,150,0,0,2945,1,1,1
657485,Mario Simoes Family Dairy,36.0347,-119.279,13185 Avenue 136,Tipton,Tulare,93272,5F,2022,NaN,DDRDP,11026,2023,2591,251,586,872,796,808,0,5904,1,1,1
657486,Louie de Groot Dairy,35.9774,-119.2354,15081 Avenue 104,Pixley,Tulare,93256,5F,#N/A,#N/A,#N/A,11027,2023,2358,165,536,585,448,472,0,4564,1,1,1
657558,Four Star #4 Dairy,36.1597,-119.5107,20438 Road 28,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11028,2023,0,0,790,0,0,0,0,790,1,1,0
657559,Cotta Dairy,36.0272,-119.2529,13167 Road 144,Tipton,Tulare,93272,5F,#N/A,#N/A,#N/A,11029,2023,0,0,850,347,0,0,0,1197,1,1,0
657562,Rui and Jennifer Brasil Dairy,36.4425,-119.3923,8061 Avenue 360,Visalia,Tulare,93291,5F,#N/A,#N/A,#N/A,11030,2023,820,155,68,40,0,0,0,1083,1,1,1
657747,Sunrise Dairy,36.462,-119.3933,8022 Avenue 368,Dinuba,Tulare,93618,5F,#N/A,#N/A,#N/A,11031,2023,1000,100,175,0,0,0,0,1275,1,1,1
657751,Vida Boa #2 Dairy,36.2244,-119.2388,15011 Avenue 240,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11032,2023,400,0,260,200,0,0,0,860,1,1,1
657752,Fern Oak Farms Dairy,36.0779,-119.1936,17001 Avenue 160,Porterville,Tulare,93274,5F,2023,NaN,DDRDP,11033,2023,3492,488,691,1411,105,50,0,6237,1,1,1
657753,Vida Boa Heifers,36.2277,-119.2325,24176  Road 152,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11818,2023,0,0,0,150,450,0,0,600,1,1,0
657755,Pinheiro Dairy #2,36.1194,-119.163,18279 Avenue 184,Strathmore,Tulare,93267,5F,#N/A,#N/A,#N/A,11034,2023,0,0,0,0,0,0,0,0,2a,2e,0
657757,De Vries Farms,36.0068,-119.3253,11021 Avenue 120,Pixley,Tulare,93256,5F,#N/A,#N/A,#N/A,11035,2023,0,0,243,341,0,0,0,584,1,1,0
657762,former Koetsier Dairy,36.2974,-119.4138,6901 Avenue 280,Visalia,Tulare,93277,5F,#N/A,#N/A,#N/A,11036,2023,0,0,0,0,0,0,0,0,2a,2b,0
657767,F & J Delano #1,35.8171,-119.2552,14180 Avenue 16,Delano,Tulare,93215,5F,#N/A,#N/A,#N/A,11037,2023,0,0,0,0,0,0,0,0,2b,2b,0
657768,Cornerstone Dairy,36.0198,-119.3812,8769 Avenue 128,Tipton,Tulare,93272,5F,2019,NaN,DDRDP,11038,2023,3778,585,1218,414,789,0,0,6784,1,1,1
704624,Banos Dairy,37.0917,-120.4604,4667 Avenue 23 1/2,Chowchilla,Madera,93610,5F,#N/A,#N/A,#N/A,11039,2023,610,77,76,0,0,0,0,763,1,1,1
704630,Riverview Dairy,35.9462,-119.3622,9295 Avenue 88,Pixley,Tulare,93256,5F,2019,NaN,DDRDP,11040,2023,2836,351,816,1052,519,337,0,5911,1,1,1
704631,Tipton Dairy (Formerly M Bar 9 Dairy),36.0664,-119.3113,196 Olive Avenue,Tipton,Tulare,93272,5F,#N/A,#N/A,#N/A,11041,2023,718,125,0,0,0,0,0,843,1,1,1
704632,Horizon Jerseys Dairy,36.0881,-119.3788,8798 Avenue 160,Tipton,Tulare,93272,5F,2021,NaN,DDRDP,11042,2023,5000,800,1400,1400,450,0,0,9050,1,1,1
704635,Frank L. Pires III Dairy,36.2417,-119.4669,4728 Avenue 248,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,11043,2023,600,100,350,300,100,100,0,1550,1,1,1
704641,Azevedo Heifer Ranch,37.3259,-120.6235,2670 North Hull Road,Atwater,Merced,95301,5S,#N/A,#N/A,#N/A,11044,2023,0,0,400,130,0,0,0,530,2c,3a,0
704642,4K Dairy Farm Partnership,35.9439,-119.3981,7976 Avenue 84,Pixley,Tulare,93256,5F,2020,NaN,DDRDP,11045,2023,2598,271,925,943,245,955,0,5937,1,1,1
704646,Hillside Farms,37.3264,-120.6241,2669 Hull Road,Atwater,Merced,95301,5S,#N/A,#N/A,#N/A,11046,2023,75,0,0,0,0,0,0,75,3b,2a,1
704648,Cottonwood Dairy,37.2908,-120.6723,10561 CA-140,Atwater,Merced,95301,5S,2004,2022,AgSTAR,11047,2023,0,0,0,0,0,0,0,0,1,1,0
704650,Pinheiro & Deniz Dairy,39.5914,-122.0869,2632 County Rd T,Glenn,Glenn,95943,5S,#N/A,#N/A,#N/A,11048,2023,682,0,0,0,76,82,0,840,1,1,1
704653,Alves Dairy,39.574,-122.0663,2439 County Rd V,Glenn,Glenn,95943,5S,#N/A,#N/A,#N/A,11049,2023,770,70,75,75,50,50,0,1090,1,1,1
704654,D & S Farms,37.3221,-120.6818,10743 Rose Avenue,Atwater,Merced,95317,5S,#N/A,#N/A,#N/A,11050,2023,0,0,0,0,0,0,0,0,2b,2e,0
704656,Jose & Teresa Soares Dairy #3,37.3385,-120.6656,9780 West Sunset Drive,Atwater,Merced,95301,5S,#N/A,#N/A,#N/A,11051,2023,0,0,0,0,0,0,0,0,2b,2e,0
704665,Jorge Dairy,37.3169,-120.6754,10358 White Crane Road,Atwater,Merced,95301,5S,#N/A,#N/A,#N/A,11052,2023,0,0,0,0,0,0,0,0,2b,2e,0
704666,Full Circle Dairy,37.4924,-120.6066,6800 East Avenue,Ballico,Merced,95303,5S,#N/A,#N/A,#N/A,11053,2023,245,40,80,40,0,0,0,405,1,1,1
704671,Jacobus Degroot Dairy #1,36.3681,-119.3699,31847 Road 92,Visalia,Tulare,93291,5F,#N/A,#N/A,#N/A,11054,2023,1276,117,112,398,396,48,0,2347,1,1,1
704673,Simson Dairy,39.6599,-122.0649,2945 County Rd V,Glenn,Glenn,95963,5S,#N/A,#N/A,#N/A,11055,2023,0,0,0,0,0,0,0,0,2a,2c,0
704674,Leonardo Dairy,39.4283,-122.033,2695 West County Rd W,Princeton,Glenn,95970,5S,#N/A,#N/A,#N/A,11056,2023,0,0,0,0,0,0,0,0,2a,2a,0
704675,Manuel Rocha Dairy,39.7949,-122.057,4975 2nd Avenue,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11057,2023,0,0,0,0,0,0,0,0,2a,2a,0
704676,Vogt Holstein Dairy,39.7793,-122.0507,7831 Capay Avenue,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11058,2023,425,60,80,75,75,75,0,790,1,1,1
704682,Beglinger Dairy,39.7385,-122.1043,7329 County Road 16,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11059,2023,190,30,50,50,30,25,0,375,1,1,1
704683,Frank J. Borges Dairy North,39.7388,-122.2567,5944 County Rd 17,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11060,2023,1350,300,0,0,0,0,0,1650,3a,3a,1
704684,Chris Verboom Dairy,39.7357,-122.2555,5943 County Rd 17,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11061,2023,0,0,200,200,100,0,0,500,1,1,0
704685,Melo Dairy,39.719585,-122.094909,7399  County Rd 21,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,12004,2023,0,0,0,0,0,0,0,0,2a,2e,0
704689,Pedrozo Dairy,39.7073,-122.0584,7713 County Rd 24,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11062,2023,0,0,0,0,0,0,0,0,2a,2a,0
704691,Bekendam Dairy,39.7103,-122.2182,6314 County Rd 24,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11063,2023,0,0,0,0,0,0,0,0,2b,2b,0
704693,Abarca Dairy,39.6974597,-122.2028021,6464  County Rd 25,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,12005,2023,0,0,0,0,0,0,0,0,2a,2e,0
704694,MTSJ Dairy,39.6569,-122.1495,6916 County Road 30,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11064,2023,685,100,275,250,125,125,0,1560,1,1,1
704695,Goedhart Dairy,39.6414,-122.1302,7084 County Road 31,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11065,2023,1300,200,500,500,250,250,0,3000,1,1,1
704696,Silveira Jersteins Dairy,39.7468,-122.1464,6951 CA-32,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11066,2023,0,0,0,0,0,0,0,0,2a,2a,0
704699,Kania Dairy,39.7856,-122.1876,6583 County Road 6 Road,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,11067,2023,0,0,0,0,0,0,0,0,2a,2a,0
704725,Veldhuis North Dairy,37.4684,-120.6658,12465 Lee Road,Ballico,Merced,95303,5S,#N/A,#N/A,#N/A,11068,2023,3070,382,832,1200,347,0,0,5831,1,1,1
704729,De Jager Farms South,37.1707,-120.3776,8002 South Bliss Road,Chowchilla,Merced,93610,5S,2023,NaN,DDRDP,11069,2023,2960,470,1055,960,390,0,0,5835,1,1,1
704730,De Jager Dairy North #1,37.1219,-120.4009,11375 South Ivy Avenue,Chowchilla,Merced,93610,5S,2026,NaN,DDRDP,11070,2023,2390,475,1630,2500,650,0,0,7645,1,1,1
704731,De Jager Dairy #2 North,37.1252,-120.4008,11140 South Ivy Avenue,Chowchilla,Merced,93610,5S,#N/A,#N/A,#N/A,11071,2023,3280,748,0,0,0,0,0,4028,1,1,1
704733,Frank Coelho and Sons Dairy LP,37.107,-120.4464,12383 South Schultz Road,Chowchilla,Merced,93610,5S,#N/A,#N/A,#N/A,11072,2023,0,0,0,0,0,0,0,0,2b,2b,0
704734,M & M Cardoso & Sons Dairy,37.4192,-120.7862,16489 August Avenue,Delhi,Merced,95315,5S,#N/A,#N/A,#N/A,11073,2023,870,72,245,246,0,0,0,1433,1,1,1
704735,Vitorino Dairy,37.4241,-120.8129,9436 Griffith Avenue,Delhi,Merced,95315,5S,#N/A,#N/A,#N/A,11074,2023,635,50,0,0,205,0,0,890,1,1,1
704736,Soares Dairy #2,37.4009,-120.7961,7581 North Merced Avenue,Delhi,Merced,95315,5S,#N/A,#N/A,#N/A,11075,2023,143,0,148,0,0,0,0,291,1,1,1
704737,Vernon Ranch,37.4430348,-120.7950388,10613  Merced Avenue,Delhi,Merced,95315,5S,#N/A,#N/A,#N/A,12006,2023,0,65,0,162,60,0,0,287,1,1,0
704738,California Cloverleaf Farm,37.5357,-120.5859,22323 East Monte Vista Avenue,Denair,Merced,95316,5S,#N/A,#N/A,#N/A,11076,2023,0,0,0,0,0,0,0,0,2a,2a,0
704739,Sierra Vista Dairy LP,37.5153,-120.5901,22426 East Monte Vista Avenue,Denair,Merced,95316,5S,#N/A,#N/A,#N/A,11077,2023,1333,164,523,356,167,0,0,2543,1,1,1
704741,Goncalves Dairy,37.058,-120.6692,15782 Arroya Avenue,Dos Palos,Merced,93620,5S,#N/A,#N/A,#N/A,11078,2023,640,110,245,148,120,97,0,1360,1,1,1
704752,O'Banion Ranches,37.057,-120.5998,15775 Indiana Road,Dos Palos,Merced,93620,5S,#N/A,#N/A,#N/A,11079,2023,0,0,100,225,0,0,0,325,1,1,0
704754,Melo Dairy,37.0431,-120.7025,11675 West Laguna Road,Dos Palos,Merced,93620,5S,#N/A,#N/A,#N/A,11080,2023,0,0,0,0,0,0,0,0,1,1,0
704755,Former Lima Family Dairy,37.0136858,-120.6435388,18808  Reynolds Avenue,Dos Palos,Merced,93620,5S,#N/A,#N/A,#N/A,12007,2023,0,0,0,0,0,0,0,0,2c,3g,0
704756,M & A Dairy #2,37.0898,-120.7078,13459 South Turner Island Road,Dos Palos,Merced,93620,5S,#N/A,#N/A,#N/A,11081,2023,320,21,170,182,0,0,0,693,1,1,1
704757,Luis Correia Dairy,37.1165,-120.4553,11775 South Arbor Way,El Nido,Merced,95317,5S,#N/A,#N/A,#N/A,11082,2023,492,45,95,0,0,0,0,632,3a,3a,1
704758,Antonio Azevedo Dairy #1,37.1313,-120.533,2025 West El Nido Road,El Nido,Merced,95317,5S,#N/A,#N/A,#N/A,11083,2023,2750,1270,1350,1000,1150,0,0,7520,1,1,1
704765,Azevedo Dairy #3,37.1346,-120.4961,227 West El Nido Road,El Nido,Merced,95317,5S,#N/A,#N/A,#N/A,11084,2023,515,0,500,0,0,0,0,1015,1,1,1
704766,Brasil Dairy,37.0878,-120.4925,13701 CA-59,El Nido,Merced,95317,5S,#N/A,#N/A,#N/A,11085,2023,905,145,415,295,75,0,0,1835,1,1,1
704769,Azevedo Dairy #2,37.177,-120.4882,7999 Los Banos Hwy,Merced,Merced,95341,5S,#N/A,#N/A,#N/A,11086,2023,1300,0,480,560,520,0,0,2860,1,1,1
704772,Pedretti Ranches,37.1406,-120.4486,2331 East Roosevelt Road,Merced,Merced,95341,5S,#N/A,#N/A,#N/A,11087,2023,450,60,250,170,55,55,0,1040,1,1,1
704773,DCB Farming LLC,37.1418,-120.4605,1601 East Roosevelt Road,El Nido,Merced,95317,5S,#N/A,#N/A,#N/A,11088,2023,0,0,335,80,0,0,0,415,1,1,0
704774,Antonio Azevedo Dairy #4,37.1422,-120.5136,1257 West Roosevelt Road,El Nido,Merced,95317,5S,#N/A,#N/A,#N/A,11089,2023,430,1,800,300,0,0,0,1531,1,1,1
704775,Hath Dairy,37.1439,-120.5013,508 West Roosevelt Road,El Nido,Merced,95317,5S,#N/A,#N/A,#N/A,11090,2023,505,58,385,315,145,0,0,1408,1,1,1
704776,Luis Correia Dairy,37.1257,-120.446,11132 Shultz Road,El Nido,Merced,95317,5S,#N/A,#N/A,#N/A,11091,2023,205,42,190,60,55,0,0,552,1,1,1
704777,Coelho Frank & Sons LP,37.1126,-120.4587,2031 East Washington Road,El Nido,Merced,95317,5S,2026,NaN,DDRDP,11092,2023,1968,309,715,780,200,0,0,3972,1,1,1
704779,Live Oak Dairy F,36.896,-120.7375,13310 West Eagle Field Road,Firebaugh,Merced,93622,5S,#N/A,#N/A,#N/A,11093,2023,1800,190,793,708,253,335,0,4079,1,1,1
704780,Martins View Jersey Dairy #2,37.2762,-121,28336 West Bambauer Road,Gustine,Merced,95322,5S,#N/A,#N/A,#N/A,11094,2023,0,0,398,55,80,0,0,533,1,1,0
704781,Silveira Brothers Dairy #2,37.1031,-120.9772,12081 South Cherokee Road,Gustine,Merced,95322,5S,#N/A,#N/A,#N/A,11095,2023,2200,300,650,650,250,0,0,4050,1,1,1
